time,trade_pr,trade_vol,d_vol,amt,b1pr,b1vol,b2pr,b2vol,b3pr,b3vol,b4pr,b4vol,b5pr,b5vol,s1pr,s1vol,s2pr,s2vol,s3pr,s3vol,s4pr,s4vol,s5pr,s5vol,bs
2017-1-19 09:25:03,11.07,795,795,880065,11.06,103,11.05,496,11.03,208,11.02,535,11.01,232,11.07,354,11.08,283,11.12,4,11.13,100,11.14,8,1
2017-1-19 09:30:03,11.06,800,1595,884980,11.06,51,11.05,461,11.03,466,11.02,652,11.01,885,11.07,117,11.08,281,11.11,53,11.12,165,11.13,54,-1
2017-1-19 09:30:06,11.06,242,1837,267722,11.06,56,11.05,456,11.03,466,11.02,657,11.01,944,11.07,22,11.08,281,11.11,53,11.12,165,11.13,63,-1
2017-1-19 09:30:09,11.06,28,1865,30968,11.06,28,11.05,456,11.03,466,11.02,657,11.01,944,11.07,52,11.08,281,11.11,53,11.12,165,11.13,83,-1
2017-1-19 09:30:12,11.07,22,1887,24354,11.06,31,11.05,456,11.03,486,11.02,657,11.01,944,11.07,30,11.08,281,11.11,53,11.12,165,11.13,83,1
2017-1-19 09:30:15,11.07,8,1895,8856,11.06,41,11.05,456,11.03,486,11.02,737,11.01,944,11.07,74,11.08,281,11.11,53,11.12,165,11.13,83,1
2017-1-19 09:30:18,11.06,51,1946,56406,11.05,456,11.03,486,11.02,737,11.01,949,11.00,1165,11.06,85,11.07,74,11.08,34,11.11,53,11.12,165,-1
2017-1-19 09:30:21,11.06,4,1950,4424,11.05,456,11.03,486,11.02,737,11.01,949,11.00,1165,11.06,81,11.07,86,11.08,34,11.10,41,11.11,53,1
2017-1-19 09:30:24,11.06,327,2277,361415,11.05,213,11.03,486,11.02,737,11.01,949,11.00,1165,11.06,19,11.07,86,11.08,34,11.10,41,11.11,53,1
2017-1-19 09:30:30,11.06,78,2355,86268,11.06,105,11.05,213,11.03,486,11.02,737,11.01,949,11.07,96,11.08,34,11.10,41,11.11,53,11.12,165,1
2017-1-19 09:30:33,11.06,56,2411,61936,11.06,120,11.05,213,11.03,486,11.02,737,11.01,949,11.07,96,11.08,34,11.10,41,11.11,53,11.12,165,-1
2017-1-19 09:30:36,11.06,62,2473,68604,11.06,117,11.05,213,11.04,200,11.03,486,11.02,737,11.07,64,11.08,34,11.10,41,11.11,53,11.12,165,-1
2017-1-19 09:30:39,11.07,32,2505,35410,11.06,92,11.05,213,11.04,200,11.03,486,11.02,737,11.07,46,11.08,34,11.10,41,11.11,53,11.12,165,1
2017-1-19 09:30:42,11.06,34,2539,37604,11.06,75,11.05,213,11.04,200,11.03,524,11.02,737,11.07,46,11.08,34,11.10,41,11.11,53,11.12,165,-1
2017-1-19 09:30:45,11.07,85,2624,94038,11.06,18,11.05,213,11.04,200,11.03,524,11.02,737,11.07,25,11.08,34,11.10,41,11.11,53,11.12,165,1
2017-1-19 09:30:48,11.06,65,2689,71924,11.06,343,11.05,214,11.04,200,11.03,524,11.02,737,11.08,29,11.10,41,11.11,130,11.12,165,11.13,103,-1
2017-1-19 09:30:51,11.06,19,2708,21014,11.07,26,11.06,328,11.05,210,11.04,200,11.03,664,11.08,29,11.10,41,11.11,130,11.12,165,11.13,103,-1
2017-1-19 09:30:54,11.06,56,2764,61962,11.07,9,11.06,352,11.05,210,11.04,200,11.03,664,11.08,29,11.10,41,11.11,130,11.12,165,11.13,103,-1
2017-1-19 09:30:57,11.08,7,2771,7756,11.07,39,11.06,357,11.05,210,11.04,200,11.03,664,11.08,22,11.10,41,11.11,130,11.12,165,11.13,103,1
2017-1-19 09:31:00,11.07,75,2846,83020,11.06,422,11.05,210,11.04,200,11.03,664,11.02,749,11.07,242,11.08,110,11.10,41,11.11,130,11.12,165,-1
2017-1-19 09:31:03,11.07,140,2986,154980,11.06,461,11.05,210,11.04,298,11.03,664,11.02,753,11.07,126,11.08,110,11.10,41,11.11,130,11.12,165,1
2017-1-19 09:31:06,11.06,65,3051,71935,11.06,536,11.05,222,11.04,298,11.03,664,11.02,753,11.07,125,11.08,110,11.10,41,11.11,130,11.12,165,-1
2017-1-19 09:31:09,11.06,16,3067,17701,11.06,525,11.05,222,11.04,298,11.03,680,11.02,753,11.07,120,11.08,100,11.10,66,11.11,130,11.12,165,-1
2017-1-19 09:31:12,11.07,334,3401,369530,11.06,327,11.05,222,11.04,298,11.03,680,11.02,753,11.07,83,11.08,100,11.10,66,11.11,130,11.12,165,1
2017-1-19 09:31:15,11.06,20,3421,22130,11.06,384,11.05,222,11.04,348,11.03,680,11.02,753,11.07,73,11.08,100,11.10,71,11.11,130,11.12,165,-1
2017-1-19 09:31:18,11.07,365,3786,403711,11.06,57,11.05,202,11.04,348,11.03,680,11.02,768,11.07,52,11.08,100,11.10,131,11.11,130,11.12,165,1
2017-1-19 09:31:24,11.07,11,3797,12167,11.06,56,11.05,202,11.04,348,11.03,680,11.02,768,11.07,57,11.08,100,11.10,131,11.11,130,11.12,165,1
2017-1-19 09:31:27,11.06,4,3801,4425,11.06,63,11.05,202,11.04,348,11.03,680,11.02,768,11.07,76,11.08,100,11.10,131,11.11,130,11.12,165,-1
2017-1-19 09:31:30,11.06,108,3909,119456,11.05,212,11.04,348,11.03,680,11.02,768,11.01,1011,11.06,8,11.07,71,11.08,100,11.10,131,11.11,130,-1
2017-1-19 09:31:33,11.07,35,3944,38722,11.06,20,11.05,236,11.04,348,11.03,668,11.02,768,11.07,55,11.08,100,11.10,131,11.11,130,11.12,165,1
2017-1-19 09:31:36,11.06,36,3980,39816,11.06,184,11.05,236,11.04,348,11.03,668,11.02,768,11.07,63,11.08,100,11.10,131,11.11,130,11.12,165,-1
2017-1-19 09:31:39,11.06,69,4049,76374,11.06,185,11.05,236,11.04,348,11.03,668,11.02,768,11.07,3,11.08,100,11.10,131,11.11,130,11.12,165,-1
2017-1-19 09:31:42,11.07,30,4079,33052,11.07,6,11.06,169,11.05,236,11.04,348,11.03,568,11.08,100,11.10,131,11.11,130,11.12,165,11.13,100,1
2017-1-19 09:31:45,11.06,59,4138,65264,11.06,123,11.05,296,11.04,348,11.03,563,11.02,718,11.08,100,11.10,131,11.11,130,11.12,165,11.13,100,-1
2017-1-19 09:31:48,11.06,84,4222,92926,11.06,97,11.05,292,11.04,348,11.03,563,11.02,718,11.07,15,11.08,99,11.10,131,11.11,130,11.12,165,-1
2017-1-19 09:31:51,11.06,106,4328,117286,11.06,112,11.05,292,11.04,348,11.03,563,11.02,718,11.08,99,11.10,131,11.11,130,11.12,165,11.13,100,-1
2017-1-19 09:31:54,11.08,27,4355,29866,11.07,34,11.06,150,11.05,302,11.04,348,11.03,563,11.08,97,11.10,131,11.11,130,11.12,165,11.13,100,1
2017-1-19 09:31:57,11.07,29,4384,32103,11.07,9,11.06,250,11.05,302,11.04,348,11.03,573,11.08,105,11.10,131,11.11,130,11.12,165,11.13,100,-1
2017-1-19 09:32:03,11.07,15,4399,16605,11.07,138,11.06,205,11.05,302,11.04,348,11.03,582,11.08,105,11.10,131,11.11,130,11.12,165,11.13,100,-1
2017-1-19 09:32:06,11.07,10,4409,11070,11.07,128,11.06,205,11.05,302,11.04,348,11.03,582,11.08,105,11.10,131,11.11,130,11.12,165,11.13,100,-1
2017-1-19 09:32:09,11.07,132,4541,146124,11.06,205,11.05,302,11.04,348,11.03,582,11.02,638,11.07,185,11.08,105,11.10,131,11.11,130,11.12,165,-1
2017-1-19 09:32:12,11.07,56,4597,61992,11.06,207,11.05,302,11.04,348,11.03,582,11.02,638,11.07,129,11.08,114,11.10,90,11.11,130,11.12,165,1
2017-1-19 09:32:15,11.07,100,4697,110700,11.06,318,11.05,302,11.04,348,11.03,582,11.02,638,11.07,41,11.08,114,11.10,90,11.11,130,11.12,165,1
2017-1-19 09:32:18,11.07,10,4707,11070,11.06,318,11.05,313,11.04,348,11.03,582,11.02,638,11.07,37,11.08,114,11.10,90,11.11,130,11.12,165,1
2017-1-19 09:32:21,11.07,17,4724,18809,11.06,297,11.05,313,11.04,348,11.03,582,11.02,638,11.07,30,11.08,114,11.10,90,11.11,130,11.12,165,1
2017-1-19 09:32:24,11.07,60,4784,66420,11.07,23,11.06,337,11.05,313,11.04,355,11.03,582,11.08,26,11.10,90,11.11,130,11.12,165,11.13,100,1
2017-1-19 09:32:27,11.05,397,5181,439078,11.06,50,11.05,265,11.04,355,11.03,582,11.02,639,11.07,41,11.08,26,11.10,90,11.11,130,11.12,165,-1
2017-1-19 09:32:30,11.07,26,5207,28782,11.06,65,11.05,466,11.04,355,11.03,582,11.02,639,11.07,28,11.08,26,11.10,90,11.11,130,11.12,165,1
2017-1-19 09:32:33,11.06,88,5295,97328,11.06,14,11.05,468,11.04,355,11.03,582,11.02,639,11.07,28,11.08,26,11.09,8,11.10,90,11.11,130,-1
2017-1-19 09:32:36,11.06,18,5313,19908,11.05,471,11.04,355,11.03,582,11.02,652,11.01,1032,11.06,33,11.07,28,11.08,26,11.09,8,11.10,90,-1
2017-1-19 09:32:39,11.06,69,5382,76264,11.05,421,11.04,355,11.03,582,11.02,652,11.01,1032,11.06,242,11.07,28,11.08,26,11.09,8,11.10,90,1
2017-1-19 09:32:42,11.05,68,5450,75204,11.05,433,11.04,355,11.03,582,11.02,702,11.01,1032,11.06,183,11.07,28,11.08,26,11.09,8,11.10,90,-1
2017-1-19 09:32:45,11.06,78,5528,86213,11.05,385,11.04,355,11.03,582,11.02,710,11.01,1032,11.06,172,11.07,34,11.08,26,11.09,8,11.10,90,1
2017-1-19 09:32:48,11.05,362,5890,400044,11.05,71,11.04,355,11.03,582,11.02,710,11.01,1042,11.06,148,11.07,21,11.08,26,11.09,8,11.10,90,-1
2017-1-19 09:32:51,11.05,24,5914,26535,11.05,112,11.04,355,11.03,582,11.02,697,11.01,1042,11.06,133,11.07,21,11.08,26,11.09,8,11.10,90,-1
2017-1-19 09:32:54,11.06,73,5987,80689,11.05,94,11.04,355,11.03,582,11.02,737,11.01,1042,11.06,109,11.07,21,11.08,26,11.09,8,11.10,90,1
2017-1-19 09:32:57,11.05,26,6013,28746,11.05,99,11.04,355,11.03,582,11.02,738,11.01,1047,11.06,93,11.07,21,11.08,26,11.09,8,11.10,90,-1
2017-1-19 09:33:00,11.06,125,6138,138214,11.05,233,11.04,355,11.03,582,11.02,744,11.01,1047,11.06,11,11.07,21,11.08,26,11.09,8,11.10,90,1
2017-1-19 09:33:03,11.06,18,6156,19908,11.06,90,11.05,276,11.04,355,11.03,582,11.02,749,11.07,30,11.08,26,11.09,8,11.10,90,11.11,140,1
2017-1-19 09:33:09,11.06,84,6240,92908,11.06,58,11.05,680,11.04,355,11.03,578,11.02,765,11.07,26,11.08,26,11.09,8,11.10,90,11.11,140,-1
2017-1-19 09:33:12,11.07,106,6346,117331,11.07,5,11.06,52,11.05,727,11.04,355,11.03,578,11.08,26,11.09,8,11.10,90,11.11,140,11.12,165,1
2017-1-19 09:33:15,11.06,22,6368,24337,11.06,45,11.05,784,11.04,368,11.03,578,11.02,785,11.08,26,11.09,8,11.10,90,11.11,140,11.12,165,-1
2017-1-19 09:33:18,11.07,7,6375,7749,11.07,13,11.06,714,11.05,780,11.04,368,11.03,578,11.08,26,11.09,8,11.10,90,11.11,140,11.12,165,1
2017-1-19 09:33:24,11.07,6,6381,6642,11.07,78,11.06,777,11.05,774,11.04,368,11.03,582,11.08,26,11.09,8,11.10,113,11.11,140,11.12,165,-1
2017-1-19 09:33:27,11.07,54,6435,59778,11.07,43,11.06,785,11.05,754,11.04,368,11.03,582,11.08,26,11.09,8,11.10,113,11.11,140,11.12,165,-1
2017-1-19 09:33:30,11.07,53,6488,58681,11.06,793,11.05,857,11.04,368,11.03,582,11.02,803,11.07,30,11.08,16,11.09,8,11.10,113,11.11,140,-1
2017-1-19 09:33:33,11.07,63,6551,69741,11.07,474,11.06,793,11.05,857,11.04,388,11.03,582,11.08,16,11.09,8,11.10,113,11.11,140,11.12,165,1
2017-1-19 09:33:36,11.08,24,6575,27257,11.08,33,11.07,493,11.06,803,11.05,857,11.04,388,11.09,8,11.10,113,11.11,140,11.12,165,11.13,100,1
2017-1-19 09:33:42,11.09,20,6595,22180,11.09,10,11.08,133,11.07,554,11.06,804,11.05,862,11.10,113,11.11,140,11.12,165,11.13,100,11.14,524,1
2017-1-19 09:33:45,11.08,31,6626,34358,11.09,5,11.08,112,11.07,567,11.06,804,11.05,862,11.10,113,11.11,140,11.12,165,11.13,100,11.14,524,-1
2017-1-19 09:33:51,11.09,10,6636,11090,11.09,49,11.08,177,11.07,567,11.06,799,11.05,812,11.10,110,11.11,130,11.12,165,11.13,100,11.14,524,-1
2017-1-19 09:33:54,11.09,16,6652,17744,11.09,34,11.08,199,11.07,572,11.06,799,11.05,812,11.10,410,11.11,130,11.12,165,11.13,100,11.14,524,-1
2017-1-19 09:33:57,11.09,41,6693,45494,11.09,340,11.08,206,11.07,572,11.06,299,11.05,814,11.10,385,11.11,130,11.12,165,11.13,100,11.14,524,-1
2017-1-19 09:34:00,11.09,10,6703,11099,11.09,389,11.08,206,11.07,567,11.06,299,11.05,767,11.10,376,11.11,130,11.12,165,11.13,127,11.14,524,-1
2017-1-19 09:34:03,11.09,100,6803,110900,11.09,325,11.08,209,11.07,567,11.06,179,11.05,787,11.10,376,11.11,130,11.12,165,11.13,127,11.14,524,-1
2017-1-19 09:34:06,11.09,501,7304,556233,11.09,324,11.08,229,11.07,567,11.06,199,11.05,687,11.11,6,11.12,165,11.13,127,11.14,524,11.15,5,-1
2017-1-19 09:34:09,11.09,88,7392,97592,11.10,8,11.09,260,11.08,224,11.07,567,11.06,227,11.11,6,11.12,165,11.13,127,11.14,524,11.15,5,-1
2017-1-19 09:34:12,11.10,41,7433,45554,11.10,1,11.09,290,11.08,230,11.07,567,11.06,227,11.12,146,11.13,127,11.14,524,11.15,5,11.16,123,-1
2017-1-19 09:34:15,11.10,19,7452,21090,11.10,6,11.09,301,11.08,230,11.07,567,11.06,359,11.12,146,11.13,127,11.14,524,11.15,5,11.16,123,-1
2017-1-19 09:34:18,11.10,1,7453,1110,11.10,5,11.09,276,11.08,230,11.07,93,11.06,359,11.12,146,11.13,127,11.14,524,11.15,5,11.16,123,-1
2017-1-19 09:34:21,11.09,285,7738,316074,11.08,230,11.07,93,11.06,359,11.05,792,11.04,381,11.09,256,11.12,154,11.13,127,11.14,524,11.15,5,-1
2017-1-19 09:34:24,11.09,111,7849,123099,11.08,230,11.07,93,11.06,359,11.05,792,11.04,381,11.09,145,11.11,10,11.12,154,11.13,127,11.14,524,1
2017-1-19 09:34:27,11.08,37,7886,41028,11.08,229,11.07,93,11.06,357,11.05,772,11.04,381,11.09,113,11.11,10,11.12,154,11.13,127,11.14,524,-1
2017-1-19 09:34:33,11.08,63,7949,69804,11.08,185,11.07,93,11.06,412,11.05,783,11.04,381,11.09,140,11.11,18,11.12,154,11.13,107,11.14,524,-1
2017-1-19 09:34:36,11.09,153,8102,169672,11.09,374,11.08,182,11.07,93,11.06,412,11.05,783,11.10,1,11.11,54,11.12,154,11.13,107,11.14,524,1
2017-1-19 09:34:39,11.11,8,8110,8887,11.09,409,11.08,182,11.07,93,11.06,413,11.05,783,11.11,47,11.12,154,11.13,107,11.14,524,11.15,5,1
2017-1-19 09:34:45,11.11,18,8128,19986,11.10,103,11.09,545,11.08,177,11.07,93,11.06,281,11.11,59,11.12,154,11.13,107,11.14,524,11.15,5,1
2017-1-19 09:34:51,11.11,41,8169,45551,11.10,117,11.09,518,11.08,176,11.07,93,11.06,297,11.11,60,11.12,154,11.13,107,11.14,524,11.15,5,1
2017-1-19 09:34:57,11.11,68,8237,75548,11.11,235,11.10,117,11.09,518,11.08,176,11.07,93,11.12,154,11.13,107,11.14,244,11.15,9,11.16,123,1
2017-1-19 09:35:00,11.11,35,8272,38885,11.11,225,11.10,117,11.09,518,11.08,176,11.07,100,11.12,154,11.13,87,11.14,244,11.15,9,11.16,127,-1
2017-1-19 09:35:06,11.12,4,8276,4448,11.11,557,11.10,119,11.09,518,11.08,186,11.07,100,11.12,150,11.13,87,11.14,244,11.15,48,11.16,127,1
2017-1-19 09:35:09,11.11,70,8346,77799,11.11,927,11.10,19,11.09,518,11.08,186,11.07,100,11.12,122,11.13,87,11.14,244,11.15,48,11.16,127,-1
2017-1-19 09:35:12,11.12,122,8468,135664,11.12,1078,11.11,2627,11.10,15,11.09,518,11.08,186,11.13,87,11.14,244,11.15,48,11.16,127,11.17,246,1
2017-1-19 09:35:15,11.12,2,8470,2224,11.12,1076,11.11,2627,11.10,25,11.09,526,11.08,186,11.13,87,11.14,244,11.15,48,11.16,127,11.17,246,-1
2017-1-19 09:35:21,11.13,106,8576,117959,11.13,93,11.12,1065,11.11,910,11.10,27,11.09,154,11.14,244,11.15,48,11.16,127,11.17,246,11.18,340,1
2017-1-19 09:35:24,11.13,1,8577,1113,11.13,154,11.12,1065,11.11,900,11.10,27,11.09,154,11.14,244,11.15,48,11.16,127,11.17,246,11.18,340,-1
2017-1-19 09:35:27,11.14,68,8645,75736,11.13,245,11.12,1065,11.11,900,11.10,27,11.09,154,11.14,192,11.15,55,11.16,127,11.17,246,11.18,340,1
2017-1-19 09:35:30,11.13,155,8800,172665,11.13,243,11.12,1065,11.11,791,11.10,27,11.09,154,11.14,42,11.15,55,11.16,127,11.17,246,11.18,340,-1
2017-1-19 09:35:33,11.14,42,8842,46788,11.14,253,11.13,248,11.12,1065,11.11,791,11.10,27,11.15,55,11.16,127,11.17,246,11.18,340,11.19,187,1
2017-1-19 09:35:36,11.14,86,8928,95809,11.14,205,11.13,245,11.12,1065,11.11,791,11.10,27,11.15,50,11.16,127,11.17,246,11.18,340,11.19,187,-1
2017-1-19 09:35:42,11.15,81,9009,90299,11.14,311,11.13,189,11.12,1065,11.11,635,11.10,27,11.15,392,11.16,157,11.17,246,11.18,340,11.19,196,1
2017-1-19 09:35:45,11.15,3,9012,3345,11.14,303,11.13,187,11.12,1070,11.11,635,11.10,27,11.15,391,11.16,233,11.17,285,11.18,350,11.19,196,1
2017-1-19 09:35:48,11.15,109,9121,121505,11.14,273,11.13,158,11.12,1070,11.11,435,11.10,27,11.15,312,11.16,233,11.17,285,11.18,250,11.19,196,1
2017-1-19 09:35:51,11.15,200,9321,223000,11.14,282,11.13,308,11.12,1287,11.11,435,11.10,27,11.15,120,11.16,233,11.17,285,11.18,250,11.19,196,1
2017-1-19 09:35:54,11.14,119,9440,132575,11.14,172,11.13,308,11.12,1287,11.11,435,11.10,27,11.15,111,11.16,233,11.17,319,11.18,250,11.19,196,-1
2017-1-19 09:35:57,11.15,37,9477,41255,11.14,172,11.13,308,11.12,1287,11.11,435,11.10,17,11.15,74,11.16,233,11.17,319,11.18,250,11.19,196,1
2017-1-19 09:36:00,11.15,168,9645,187262,11.15,159,11.14,129,11.13,311,11.12,1287,11.11,435,11.16,249,11.17,319,11.18,250,11.19,196,11.20,244,1
2017-1-19 09:36:03,11.16,102,9747,113796,11.15,151,11.14,156,11.13,314,11.12,1287,11.11,435,11.16,183,11.17,319,11.18,250,11.19,196,11.20,244,1
2017-1-19 09:36:06,11.16,176,9923,196265,11.15,12,11.14,156,11.13,314,11.12,1297,11.11,435,11.16,183,11.17,319,11.18,250,11.19,246,11.20,244,1
2017-1-19 09:36:09,11.14,147,10070,163999,11.14,152,11.13,314,11.12,1297,11.11,435,11.10,17,11.15,275,11.16,85,11.17,295,11.18,250,11.19,246,-1
2017-1-19 09:36:12,11.15,115,10185,128207,11.14,134,11.13,314,11.12,1297,11.11,435,11.10,17,11.15,193,11.16,95,11.17,295,11.18,250,11.19,246,1
2017-1-19 09:36:15,11.14,236,10421,263106,11.14,100,11.13,314,11.12,1297,11.11,425,11.10,17,11.15,390,11.16,139,11.17,295,11.18,250,11.19,246,-1
2017-1-19 09:36:18,11.14,118,10539,131500,11.14,33,11.13,314,11.12,1297,11.11,425,11.10,17,11.15,361,11.16,267,11.17,295,11.18,250,11.19,246,-1
2017-1-19 09:36:21,11.14,33,10572,36762,11.13,314,11.12,1297,11.11,425,11.10,17,11.09,54,11.14,198,11.15,374,11.16,284,11.17,295,11.18,250,-1
2017-1-19 09:36:24,11.14,13,10585,14482,11.13,314,11.12,1297,11.11,425,11.10,17,11.09,54,11.14,292,11.15,375,11.16,191,11.17,295,11.18,250,1
2017-1-19 09:36:27,11.14,10,10595,11140,11.13,314,11.12,1282,11.11,405,11.10,17,11.09,54,11.14,369,11.15,383,11.16,191,11.17,295,11.18,257,1
2017-1-19 09:36:30,11.13,248,10843,276024,11.13,66,11.12,1282,11.11,405,11.10,41,11.09,54,11.14,381,11.15,383,11.16,191,11.17,295,11.18,257,-1
2017-1-19 09:36:33,11.13,86,10929,95719,11.12,1282,11.11,405,11.10,41,11.09,54,11.08,180,11.13,115,11.14,388,11.15,433,11.16,181,11.17,295,-1
2017-1-19 09:36:39,11.13,66,10995,73398,11.12,1222,11.11,415,11.10,41,11.09,59,11.08,180,11.13,150,11.14,387,11.15,414,11.16,151,11.17,295,1
2017-1-19 09:36:42,11.13,21,11016,23367,11.12,1216,11.11,415,11.10,41,11.09,59,11.08,180,11.13,135,11.14,387,11.15,550,11.16,151,11.17,285,1
2017-1-19 09:36:45,11.13,11,11027,12243,11.12,1208,11.11,420,11.10,41,11.09,59,11.08,180,11.13,130,11.14,384,11.15,550,11.16,151,11.17,285,1
2017-1-19 09:36:48,11.13,240,11267,266900,11.12,991,11.11,420,11.10,41,11.09,59,11.08,180,11.13,110,11.14,375,11.15,550,11.16,164,11.17,285,1
2017-1-19 09:36:54,11.12,155,11422,172360,11.12,882,11.11,420,11.10,46,11.09,60,11.08,184,11.13,109,11.14,404,11.15,550,11.16,164,11.17,669,-1
2017-1-19 09:36:57,11.12,29,11451,32274,11.12,879,11.11,420,11.10,46,11.09,64,11.08,187,11.13,83,11.14,367,11.15,555,11.16,176,11.17,669,-1
2017-1-19 09:37:00,11.12,523,11974,581576,11.12,356,11.11,420,11.10,46,11.09,64,11.08,187,11.13,103,11.14,193,11.15,555,11.16,176,11.17,669,-1
2017-1-19 09:37:03,11.12,3,11977,3338,11.12,355,11.11,420,11.10,46,11.09,69,11.08,187,11.13,121,11.14,193,11.15,564,11.16,176,11.17,669,-1
2017-1-19 09:37:06,11.12,340,12317,378094,11.12,2229,11.11,420,11.10,46,11.09,69,11.08,187,11.13,110,11.14,193,11.15,564,11.16,176,11.17,669,-1
2017-1-19 09:37:09,11.12,163,12480,181271,11.12,2131,11.11,420,11.10,47,11.09,69,11.08,187,11.13,134,11.14,193,11.15,564,11.16,174,11.17,669,-1
2017-1-19 09:37:12,11.13,146,12626,162410,11.12,2046,11.11,420,11.10,62,11.09,93,11.08,187,11.13,76,11.14,949,11.15,564,11.16,170,11.17,672,1
2017-1-19 09:37:15,11.12,159,12785,176808,11.12,1887,11.11,420,11.10,62,11.09,93,11.08,187,11.13,76,11.14,949,11.15,564,11.16,170,11.17,672,-1
2017-1-19 09:37:18,11.13,18,12803,20034,11.12,1887,11.11,420,11.10,62,11.09,93,11.08,187,11.13,58,11.14,949,11.15,564,11.16,170,11.17,672,1
2017-1-19 09:37:21,11.13,81,12884,90143,11.13,29,11.12,1895,11.11,420,11.10,57,11.09,182,11.14,949,11.15,564,11.16,170,11.17,672,11.18,57,1
2017-1-19 09:37:24,11.13,11,12895,12243,11.13,18,11.12,1895,11.11,420,11.10,58,11.09,182,11.14,949,11.15,284,11.16,170,11.17,672,11.18,57,-1
2017-1-19 09:37:27,11.13,18,12913,20034,11.12,1900,11.11,420,11.10,61,11.09,182,11.08,187,11.13,17,11.14,949,11.15,284,11.16,170,11.17,672,-1
2017-1-19 09:37:30,11.13,13,12926,14469,11.12,1900,11.11,440,11.10,61,11.09,182,11.08,189,11.13,20,11.14,949,11.15,284,11.16,170,11.17,672,1
2017-1-19 09:37:33,11.13,11,12937,12243,11.12,1910,11.11,440,11.10,61,11.09,182,11.08,189,11.13,99,11.14,955,11.15,284,11.16,170,11.17,672,1
2017-1-19 09:37:36,11.13,754,13691,838451,11.12,1159,11.11,440,11.10,61,11.09,182,11.08,189,11.13,116,11.14,955,11.15,284,11.16,170,11.17,672,1
2017-1-19 09:37:39,11.13,159,13850,176965,11.13,200,11.12,1151,11.11,440,11.10,61,11.09,182,11.14,962,11.15,284,11.16,170,11.17,672,11.18,217,1
2017-1-19 09:37:42,11.13,224,14074,249308,11.12,1192,11.11,440,11.10,61,11.09,182,11.08,189,11.13,60,11.14,962,11.15,284,11.16,170,11.17,672,-1
2017-1-19 09:37:48,11.13,1,14075,1113,11.12,1217,11.11,440,11.10,56,11.09,182,11.08,189,11.13,86,11.14,971,11.15,284,11.16,170,11.17,672,1
2017-1-19 09:37:54,11.13,60,14135,66780,11.12,1227,11.11,440,11.10,56,11.09,182,11.08,189,11.13,219,11.14,971,11.15,284,11.16,170,11.17,672,1
2017-1-19 09:37:57,11.13,149,14284,165717,11.12,1107,11.11,440,11.10,56,11.09,182,11.08,139,11.13,208,11.14,971,11.15,284,11.16,170,11.17,672,1
2017-1-19 09:38:00,11.12,4,14288,4448,11.12,1103,11.11,440,11.10,57,11.09,182,11.08,139,11.13,250,11.14,971,11.15,284,11.16,170,11.17,672,-1
2017-1-19 09:38:03,11.13,12,14300,13350,11.12,1082,11.11,460,11.10,57,11.09,182,11.08,139,11.13,373,11.14,971,11.15,284,11.16,170,11.17,672,1
2017-1-19 09:38:06,11.12,100,14400,111203,11.12,985,11.11,460,11.10,57,11.09,182,11.08,139,11.13,370,11.14,971,11.15,284,11.16,170,11.17,672,-1
2017-1-19 09:38:09,11.13,49,14449,54502,11.12,950,11.11,460,11.10,57,11.09,182,11.08,139,11.13,356,11.14,971,11.15,284,11.16,170,11.17,672,1
2017-1-19 09:38:12,11.12,41,14490,45592,11.12,909,11.11,460,11.10,57,11.09,182,11.08,139,11.13,356,11.14,971,11.15,284,11.16,180,11.17,672,-1
2017-1-19 09:38:15,11.12,52,14542,57824,11.12,862,11.11,460,11.10,57,11.09,182,11.08,139,11.13,356,11.14,971,11.15,278,11.16,180,11.17,672,-1
2017-1-19 09:38:18,11.12,60,14602,66720,11.12,802,11.11,460,11.10,47,11.09,182,11.08,139,11.13,356,11.14,971,11.15,278,11.16,185,11.17,672,-1
2017-1-19 09:38:21,11.12,101,14703,112376,11.12,765,11.11,460,11.10,46,11.09,182,11.08,139,11.13,339,11.14,971,11.15,278,11.16,185,11.17,672,-1
2017-1-19 09:38:24,11.12,20,14723,22248,11.12,773,11.11,460,11.10,46,11.09,182,11.08,139,11.13,331,11.14,971,11.15,278,11.16,185,11.17,672,-1
2017-1-19 09:38:27,11.12,161,14884,179032,11.12,616,11.11,460,11.10,46,11.09,182,11.08,139,11.13,362,11.14,971,11.15,278,11.16,185,11.17,672,-1
2017-1-19 09:38:30,11.12,4,14888,4451,11.12,615,11.11,452,11.10,46,11.09,182,11.08,139,11.13,359,11.14,971,11.15,278,11.16,185,11.17,672,-1
2017-1-19 09:38:33,11.13,8,14896,8904,11.12,616,11.11,452,11.10,46,11.09,182,11.08,139,11.13,351,11.14,971,11.15,278,11.16,185,11.17,672,1
2017-1-19 09:38:36,11.12,23,14919,25576,11.12,589,11.11,452,11.10,44,11.09,182,11.08,139,11.13,351,11.14,971,11.15,278,11.16,185,11.17,672,-1
2017-1-19 09:38:39,11.12,33,14952,36696,11.12,556,11.11,462,11.10,44,11.09,182,11.08,139,11.13,283,11.14,971,11.15,278,11.16,185,11.17,672,-1
2017-1-19 09:38:42,11.13,18,14970,20034,11.12,556,11.11,462,11.10,44,11.09,177,11.08,139,11.13,288,11.14,969,11.15,278,11.16,185,11.17,672,1
